coin,symbol,current_price,1h,24h,7d,30d,24h_volume,circulating_supply,total_supply,market_cap,is_outlier
Freeway,FWT,0.11,-0.011000000000000001,-0.084,-0.192,-0.374,16828.0,6775222000.0,10000000000,643644.0,False
ExchangeCoin,EXCC,0.02,0.001,-0.037000000000000005,-0.214,-0.501,217201.0,29460789.0,32000000,642656.0,False
BlackCoin,BLK,0.01,0.011000000000000001,-0.386,-0.594,-0.561,6916.0,62441613.0,100000000,642049.0,False
Kryptonite,SEILOR,0.11,-0.003,-0.046,-0.10400000000000001,0.064,29493.0,193000000.0,263000000,636635.0,False
Definder Network,DNT,0.12,-0.003,-0.016,0.011000000000000001,0.064,24.91,5100896.0,21500000,635078.0,False
Endpoint Cex Fan Token,ENDCEX,0.25,-0.005,-0.005,-0.061,0.172,7765.0,2512801.0,5000000,632964.0,False
Ceres,CERES,22.13,-0.08800000000000001,-0.10300000000000001,-0.067,0.5329999999999999,3096.0,23549.0,327000000,627760.0,True
Denarius,D,0.07,0.004,-0.017,0.027000000000000003,0.221,1.09,8660604.0,10000000,627058.0,False
LOCG,$LOCG,0.11,-0.005,-0.055999999999999994,-0.2,-0.361,75426.0,136665500.0,150000000,625543.0,False
Youwho,YOU,0.11,-0.001,0.0,0.002,0.0,5660.0,488058909.0,7250000000,621718.0,False
IQeon,IQN,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,5491860.0,5490000,622048.0,False
Rainmaker Games,RAIN,0.11,-0.008,0.266,0.622,0.723,2063171.0,444474339.0,1000000000,623126.0,False
Essentia,ESS,0.11,0.006999999999999999,-0.012,-0.165,-0.114,39477.0,1080572458.0,1760000000,622779.0,False
Pickle Finance,PICKLE,0.45,-0.001,-0.025,-0.055,-0.504,27556.0,1359228.0,3240000,618744.0,True
Kylacoin,KCN,144.4,-0.003,0.032,0.313,0.395,13450.0,4218.0,327000000,618736.0,True
Flooring Protocol μMilady,ΜMIL,0.11,-0.001,-0.04,-0.155,0.141,56284.0,155000000.0,155000000,618213.0,False
Funex,FUNEX,0.07,0.001,-0.003,-0.032,0.002,18985.0,9158696.0,150000000,615598.0,False
Phuture,PHTR,0.02,0.005,0.043,0.045,1.3359999999999999,27047.0,31057388.0,100000000,614646.0,False
MetaGameHub DAO,MGH,0.11,0.002,-0.039,-0.006,0.425,1785.0,306034093.0,500000000,614037.0,False
XMax,XMX,0.11,0.044000000000000004,0.07200000000000001,0.008,-0.071,29387.0,27000000000.0,30000000000,613497.0,False
Raft,RAFT,0.11,0.09300000000000001,-0.22,-0.145,-0.626,381718.0,288400000.0,2500000000,612973.0,False
Dypius,DYP,0.02,-0.026000000000000002,-0.038,-0.019,0.141,118035.0,31824595.0,230000000,612712.0,False
88mph,MPH,0.48,0.002,0.05,-0.053,-0.16699999999999998,29575.0,1277065.0,1580000,611662.0,True
Oggy Inu,OGGY,0.11,-0.016,-0.040999999999999995,-0.083,-0.503,37054.0,1.1425164761581e+17,327000000,609097.0,False
Kripto,KRIPTO,0.11,0.001,0.109,0.13,-0.057,315594.0,5091487856.0,5090000000,608389.0,False
$DOG (Ordinals),$DOG,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,100000000000000.0,327000000,838510.0,False
WeGro,WEGRO,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,1471884687.0,4620000000,751790.0,False
bAlpha,BALPHA,30.48,-0.073,0.888,0.684,1.545,24226.0,18000.0,327000000,603013.0,True
Nebulas,NAS,0.01,-0.004,0.08,0.111,0.306,35608.0,45500000.0,100000000,600946.0,False
Envision,VIS,0.01,0.001,0.001,-0.047,-0.248,1153.0,43236078.0,199000000,600063.0,False
Coin98 Dollar,CUSD,0.99,0.008,0.009000000000000001,0.022000000000000002,-0.032,20.35,603670.0,327000000,598139.0,True
Alanyaspor Fan Token,ALA,0.61,0.002,-0.011000000000000001,-0.05,-0.055,38370.0,972272.0,3000000,594626.0,True
IXO,IXO,0.01,-0.006,0.017,-0.015,0.36700000000000005,509.0,86640000.0,126000000,593457.0,False
Mare Finance,MARE,0.01,0.006,-0.022000000000000002,-0.326,0.092,1838.0,51342241.0,100000000,592190.0,False
Dohrnii,DHN,0.01,-0.004,-0.265,1.431,2.456,5156.0,53532209.0,332000000,592240.0,False
Tracer DAO,TCR,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,704234967.0,1000000000,579181.0,False
Tranche Finance,SLICE,0.03,0.006,0.006,-0.017,0.105,37852.0,17419343.0,20000000,590321.0,False
Grumpy,GRUM,0.11,0.015,-0.165,0.925,0.925,101724.0,21000000000.0,21000000000,589561.0,False
Sharbi,$SHARBI,0.11,0.005,0.017,-0.037000000000000005,-0.382,17.31,1000000000000.0,327000000,589365.0,False
Zeitgeist,ZTG,0.03,-0.002,-0.042,-0.071,0.015,31607.0,19006273.0,106000000,589208.0,False
Kattana,KTN,0.24,0.01,-0.006,-0.038,0.5920000000000001,57968.0,2481905.0,10000000,585412.0,False
All In,ALLIN,0.64,-0.027000000000000003,0.028999999999999998,-0.11800000000000001,-0.025,82824.0,921435.0,327000000,581513.0,True
Popcorn,POP,0.02,0.005,0.048,0.022000000000000002,-0.146,132.0,23750426.0,100000000,579261.0,False
8Pay,8PAY,0.01,0.001,-0.049,0.016,4.129,1395.0,64727636.0,88900000,578979.0,False
PUBLC,PUBLX,0.11,0.002,-0.047,-0.157,1.807,3075.0,218422043.0,100000000000,578541.0,False
NOOT (Ordinals),NOOT,0.11,-0.006999999999999999,-0.068,0.48200000000000004,3.3930000000000002,38890.0,1000000000.0,1000000000,577966.0,False
delta.theta,DLTA,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,97150000.0,99800000,579704.0,False
Tolar,TOL,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,222761042.0,88400000,578319.0,False
Fantohm,FHM,0.2,0.0,-0.011000000000000001,-0.019,0.141,43602.0,2940265.0,2230000,578176.0,False
Unistake,UNISTAKE,0.11,-0.001,-0.01,-0.022000000000000002,0.09699999999999999,38759.0,159279276.0,280000000,574689.0,False
FreeRossDAO,FREE,0.11,0.053,-0.122,0.013000000000000001,0.264,26877.0,7716753607.0,9290000000,574416.0,False
Ledgis,LED,0.01,-0.001,0.016,0.055999999999999994,0.1,3898.0,41068691.0,1000000000,574232.0,False
Cramer Coin,$CRAMER,0.11,0.0,0.003,0.423,0.02,1081.0,815811556.0,1000000000,573782.0,False
Dragon Crypto Aurum,DCAU,3.76,-0.004,-0.162,0.45,0.44799999999999995,11354.0,151740.0,327000000,571938.0,True
Pawthereum,PAWTH,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,844832949.0,858000000,569836.0,False
Solrise Finance,SLRS,0.11,0.0,-0.054000000000000006,-0.385,-0.289,36774.0,149152604.0,1000000000,571437.0,False
Okuru,XOT,9.55,0.004,-0.021,-0.022000000000000002,-0.09300000000000001,19335.0,59748.0,327000000,569269.0,True
Trace Network Labs,TRACE,0.01,0.006999999999999999,-0.01,-0.013000000000000001,0.10099999999999999,135620.0,74191846.0,100000000,565777.0,False
Wombex,WMX,0.01,-0.001,-0.187,-0.46399999999999997,-0.299,38737.0,40499168.0,72400000,562308.0,False
Caviar,CVR,0.03,-0.006999999999999999,-0.04,0.013999999999999999,-0.461,2098.0,16909381.0,16900000,561778.0,False
KEK,KEKE,0.11,0.005,0.015,0.01,-0.043,152316.0,76435976159861.0,327000000,559696.0,False
PirateCash,PIRATE,0.01,0.002,-0.027999999999999997,-0.065,-0.027000000000000003,1565.0,55142995.0,105000000,559440.0,False
APY.vision,VISION,0.36,0.006,0.098,0.036000000000000004,0.17,169.0,1539665.0,1790000,558639.0,True
AurusX,AX,0.33,-0.001,-0.024,0.56,0.255,117981.0,1685005.0,30000000,557056.0,True
NFTrade,NFTD,0.01,-0.004,0.006999999999999999,0.008,-0.105,32992.0,46584184.0,135000000,556643.0,False
Roobee,ROOBEE,0.11,0.013000000000000001,-0.14,-0.134,-0.21600000000000003,187947.0,1204487689.0,5400000000,556525.0,False
Odin Protocol,ODIN,0.02,-0.08800000000000001,-0.057,-0.09300000000000001,1.385,1087.0,27652292.0,119000000,555870.0,False
Akropolis,AKRO,0.01,0.009000000000000001,-0.047,-0.075,-0.066,4341027.0,100000000.0,5000000000,555714.0,False
Aurora Chain,AOA,0.11,-0.001,-0.01,-0.006999999999999999,0.506,2696.0,4345218905.0,10000000000,555624.0,False
STACKS,STACKS,0.11,0.0,-0.017,-0.105,-0.359,1144752.0,877399094366.0,877000000000,554407.0,False
Spartan Protocol,SPARTA,0.01,-0.002,-0.049,-0.03,-0.024,44514.0,88642066.0,99000000,554010.0,False
BRN Metaverse,BRN,0.05,-0.001,-0.066,-0.09,0.10800000000000001,269954.0,10394656.0,254000000,554021.0,False
ChainPort,PORTX,0.11,-0.003,-0.048,0.1,0.409,28011.0,123812504.0,680000000,551911.0,False
RIZON,ATOLO,0.11,0.009000000000000001,-0.066,-0.027999999999999997,0.081,28525.0,2320564098.0,2820000000,550872.0,False
CoFiX,COFI,0.04,-0.033,-0.09699999999999999,0.028999999999999998,-0.127,254800.0,13457553.0,13500000,549877.0,False
Enigma,ENG,0.01,-0.028999999999999998,0.07,-0.391,0.026000000000000002,167274.0,82717912.0,150000000,549115.0,False
BillionHappiness,BHC,12.46,0.087,0.040999999999999995,-0.067,0.366,935.0,50000.0,327000000,548878.0,True
Monsterra,MSTR,0.08,-0.053,-0.059000000000000004,0.262,0.243,332656.0,6699722.0,99400000,547649.0,False
Mogul Productions,STARS,0.11,-0.001,-0.136,-0.022000000000000002,-0.07,127247.0,292660492.0,400000000,547282.0,False
KCAL,KCAL,0.14,-0.002,0.022000000000000002,-0.02,-0.129,500695.0,3900000.0,50000000,544374.0,False
Wavelength,WAVE,0.13,0.002,-0.036000000000000004,1.167,1.242,166.0,4336756.0,3150000,543719.0,False
Espresso Bot,ESPR,0.11,-0.001,-0.084,0.139,-0.342,6024.0,1000000000.0,1000000000,543780.0,False
impactMarket,PACT,0.11,-0.015,-0.055999999999999994,-0.161,-0.19699999999999998,987.0,4694347738.0,10000000000,543289.0,False
AlienBase,ALB,0.01,0.0,0.27,0.321,-0.319,29802.0,85196843.0,110000000,543204.0,False
MANE,MANE,0.01,-0.001,0.031,-0.08800000000000001,-0.33799999999999997,13633.0,50844333.0,86300000,541222.0,False
LABSV2,LABSV2,0.11,-0.024,-0.039,-0.045,0.09,176668.0,2126552471.0,10000000000,539011.0,False
Monsta Infinite,MONI,0.01,-0.002,-0.05,0.017,0.6709999999999999,102362.0,36870683.0,270000000,537929.0,False
Metaverse Face,MEFA,0.11,-0.001,-0.032,-0.075,0.107,29138.0,9514214777.0,10000000000,537821.0,False
Crypto Raiders,RAIDER,0.02,-0.008,-0.022000000000000002,-0.092,0.528,13716.0,28989545.0,100000000,537479.0,False
GND Protocol,GND,32.11,0.003,-0.022000000000000002,0.17300000000000001,-0.28800000000000003,3278.0,16679.0,327000000,534590.0,True
KittenFinance,KIF,14.24,0.021,0.05,-0.01,0.003,43142.0,37840.0,327000000,534580.0,True
ARMOR,ARMOR,0.11,0.0,0.024,0.011000000000000001,0.138,214.0,237391732.0,750000000,531368.0,False
Aurigami,PLY,0.11,0.012,-0.139,0.892,0.9590000000000001,134132.0,3371534222.0,10000000000,531791.0,False
ELYFI,ELFI,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,50909515.0,100000000,518080.0,False
Bloom,BLT,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,56642697.0,150000000,522610.0,False
Ubeswap,UBE,0.01,-0.001,-0.031,-0.059000000000000004,-0.013999999999999999,91.38,86802335.0,100000000,526762.0,False
pTokens BTC [OLD],PBTC,37692.01,-0.001,-0.034,0.018000000000000002,0.19899999999999998,807.0,14.0,327000000,524503.0,True
Hot Cross,HOTCROSS,0.11,0.205,0.073,0.556,0.795,217180.0,111499999.0,500000000,523163.0,False
tLPT,TLPT,7.03,0.0,-0.011000000000000001,-0.019,0.141,43602.0,73279.0,327000000,514947.0,True
Astroport Classic,ASTROC,0.11,0.022000000000000002,-0.02,-0.10400000000000001,1.052,33711.0,219546127.0,1100000000,520742.0,False
Glide Finance,GLIDE,0.05,0.0,0.0,0.0,0.0,43602.0,17844657.0,7010000,914533.0,False
Sakura,SKU,0.11,0.011000000000000001,0.019,-0.011000000000000001,-0.145,26037.0,159000000.0,1000000000,519939.0,False
Meowl,MEOWL,0.24,0.0,-0.011000000000000001,-0.019,0.141,43602.0,2145412.0,15000000,520693.0,False
BnkToTheFuture,BFT,0.11,0.002,-0.078,-0.091,0.043,36694.0,329991099.0,1000000000,516803.0,False
bYLD,BYLD,0.07,0.0,-0.011000000000000001,-0.019,0.141,43602.0,10000000.0,10000000,710910.0,False
Moneybyte,MON,0.07,0.004,0.249,-0.264,-0.223,54.12,7179506.0,32200000,516237.0,False
MoonsDust,MOOND,0.18,0.005,-0.047,-0.09,1.558,3526.0,2813945.0,3300000,512563.0,False
Lunar,LNR,0.01,-0.012,-0.099,-0.156,-0.078,65972.0,79985675.0,100000000,512707.0,False
Scala,XLA,0.11,-0.009000000000000001,0.062,0.193,0.10800000000000001,1449.0,10634660152.0,327000000,511972.0,False
TreatDAO,TREAT,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,125000000.0,125000000,639516.0,False
Poodl,POODL,0.11,-0.005,-0.10400000000000001,0.762,0.953,469.0,79635418362680.0,327000000,509621.0,False
Finblox,FBX,0.11,0.011000000000000001,-0.019,-0.207,-0.15,134991.0,973770414.0,9470000000,509457.0,False
Azzure,AZR,0.11,0.003,-0.126,-0.023,-0.14,74.48,959296597.0,959000000,508857.0,False
Mooncat CAT,CAT,0.08,0.004,-0.009000000000000001,0.111,0.295,23167.0,6527607.0,15000000,508901.0,False
DucatusX,DUCX,0.01,-0.003,0.0,-0.04,-0.135,54666.0,82519439.0,778000000,507483.0,False
Public Mint,MINT,0.11,-0.001,0.204,-0.11699999999999999,-0.065,838.0,105481046.0,250000000,505745.0,False
DopeWarz,DWZ,0.11,0.0,0.02,-0.012,0.282,204.0,228463810.0,880000000,501869.0,False
DRAC (Ordinals),DRAC,0.11,0.023,0.048,0.506,1.787,33539.0,106824000.0,107000000,501349.0,False
NIOB,NIOB,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,481778586.0,600000000,612102.0,False
Neblio,NEBL,0.02,-0.013000000000000001,-0.005,-0.11800000000000001,-0.33399999999999996,55359.0,20913148.0,327000000,500150.0,False
JET,JET,0.11,0.0,-0.005,-0.34600000000000003,-0.491,575.0,156257200.0,1700000000,496769.0,False
BeamSwap,GLINT,0.11,0.004,-0.08199999999999999,-0.025,1.177,3451.0,438850736.0,2260000000,496428.0,False
e-Money EUR,EEUR,1.03,-0.006,0.0,0.011000000000000001,0.032,9809.0,480873.0,327000000,495488.0,True
Netswap,NETT,0.06,0.002,-0.035,-0.07400000000000001,0.316,4978.0,8315225.0,8320000,495608.0,False
Smileycoin,SMLY,0.11,-0.002,-0.03,0.039,0.23,5.69,36701768091.0,50000000000,494805.0,False
Bitcoin Plus,XBC,1.37,-0.386,-0.048,-0.073,-0.23,569.0,219285.0,1000000,493449.0,True
Rhythm,RHYTHM,0.11,0.003,-0.10300000000000001,-0.078,-0.023,75.76,12909280919.0,15000000000,492935.0,False
OpenBlox,OBX,0.11,0.151,0.664,0.679,1.0759999999999998,54074.0,3067888889.0,10000000000,492144.0,False
Acent,ACE,0.11,-0.022000000000000002,0.022000000000000002,0.177,0.586,157474.0,119521619.0,2000000000,490448.0,False
Stakecube,SCC,0.04,-0.006,-0.017,-0.081,0.095,7411.0,13604676.0,18000000,490404.0,False
Franklin,FLY,0.11,0.01,-0.024,0.047,0.368,431084.0,519477846.0,1680000000,490023.0,False
Lego Coin V2,LEGO,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,100000000.0,100000000,507409.0,False
NUSA,NUSA,6.14,-0.001,-0.049,-0.046,0.062,351.0,79091.0,327000000,485504.0,True
Cloakcoin,CLOAK,0.08,0.25,-0.016,-0.163,-0.091,2.78,5998597.0,4500000,485493.0,False
Edoverse Zeni,ZENI,0.11,0.002,-0.04,0.013000000000000001,0.05,664.0,340804976.0,10000000000,484472.0,False
NFT Protocol,NFT,0.01,-0.001,0.003,-0.004,0.192,40.46,37823823.0,88900000,484421.0,False
Kawaii Islands,KWT,0.11,0.009000000000000001,-0.018000000000000002,0.016,0.405,6038.0,308172178.0,805000000,480388.0,False
B20,B20,0.1,-0.001,-0.003,-0.127,-0.248,261.0,4974379.0,10000000,480044.0,False
New BitShares,NBS,0.11,0.017,-0.14300000000000002,0.6729999999999999,0.665,160173.0,3117783532.0,3600000000,479781.0,False
Tutellus,TUT,0.01,0.003,-0.032,-0.057999999999999996,-0.249,2477.0,37979915.0,199000000,479472.0,False
Propel,PEL,0.01,0.009000000000000001,-0.1,0.221,0.364,80163.0,67148021.0,100000000,479396.0,False
Skycoin,SKY,0.02,-0.001,0.005,0.006999999999999999,0.48,311.0,22000000.0,100000000,479380.0,False
Uniqly,UNIQ,0.05,0.002,0.132,0.079,0.077,67633.0,9079423.0,13000000,478048.0,False
FootballStars,FTS,0.11,-0.005,-0.096,-0.081,0.048,2.86,917415165336.0,327000000,478053.0,False
Reaction,RTC,0.11,0.022000000000000002,0.575,6.845,8.4,34601.0,268277880.0,268000000,477601.0,False
Avatly,AVA,0.11,0.002,-0.172,-0.09,0.13,86152.0,354965637.0,1000000000,476518.0,False
Wagerr,WGR,0.11,-0.001,-0.065,-0.053,-0.20600000000000002,138.0,259688448.0,327000000,474516.0,False
MAXI (Ordinals),MAXI,0.23,0.0,0.0,2.375,0.529,101.0,2100000.0,2100000,473922.0,False
EmerCoin,EMC,0.01,0.0,-0.731,-0.08,0.066,43.88,48123004.0,1000000000,473669.0,False
Kunji Finance,KNJ,0.06,-0.02,-0.07,-0.152,-0.126,18027.0,8583888.0,100000000,472286.0,False
Shezmu,SHEZMU,5.69,-0.001,-0.085,-0.217,-0.48,19974.0,82912.0,327000000,471075.0,True
IxiCash,IXI,0.11,-0.001,-0.204,-0.25,0.532,116.0,7378886859.0,21000000000,470912.0,False
Wall Street Games,WSG,0.11,-0.009000000000000001,-0.115,-0.107,0.188,81118.0,425305470924668.0,327000000,470572.0,False
Hunter Token,HNTR,0.11,-0.002,-0.027000000000000003,-0.124,0.195,50584.0,250395467.0,955000000,469125.0,False
Neutra Finance,NEU,0.24,0.005,0.003,-0.10099999999999999,0.622,1073.0,1982696.0,5970000,468788.0,False
WYND,WYND,0.11,-0.004,-0.009000000000000001,-0.21899999999999997,0.325,15.69,102364510.0,102000000,465636.0,False
SolarX,SOLX,0.06,0.001,-0.01,-0.07200000000000001,-0.36200000000000004,867279.0,8414054.0,406000000,465693.0,False
Sumokoin,SUMO,0.01,-0.009000000000000001,-0.032,-0.099,0.042,6072.0,57169867.0,88900000,464206.0,False
Mirrored Ether,METH,2.03,0.004,0.013000000000000001,0.009000000000000001,0.20600000000000002,342671.0,228966.0,327000000,464099.0,True
Serey Coin,SRY,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,1077686212.0,1080000000,459783.0,False
Bibox,BIX,0.11,0.001,0.057999999999999996,0.023,0.15,23.82,117399166.0,268000000,463138.0,False
CherrySwap,CHE,0.01,-0.017,0.263,0.405,-0.725,66662.0,79407258.0,184000000,462495.0,False
Sensi,SENSI,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,212798678.0,245000000,577443.0,False
Hakka Finance,HAKKA,0.11,0.002,-0.06,-0.069,0.013000000000000001,1186.0,292487085.0,573000000,461215.0,False
BiometricFinancial,BIOFI,0.11,-0.002,-0.038,0.039,1.55,28959.0,1063190090.0,10000000000,459680.0,False
Corite,CO,0.11,-0.002,0.043,0.12300000000000001,0.2,55814.0,122199592.0,1000000000,459125.0,False
Relay Chain,RELAY,0.14,0.005,-0.08199999999999999,-0.10800000000000001,0.106,4037.0,3329125.0,8820000,458487.0,False
Bit Game Verse Token,BGVT,0.11,0.057,-0.19699999999999998,-0.198,-0.381,5249.0,55217591447.0,55700000000,457569.0,False
Kitsumon,$KMC,0.11,0.001,-0.08199999999999999,0.145,-0.156,12.88,35094651686.0,74300000000,455776.0,False
VeriBlock,VBK,0.11,0.003,-0.013999999999999999,0.01,-0.017,3137.0,1242220018.0,1240000000,452921.0,False
Poison Finance,POI$ON,0.13,0.016,0.153,-0.235,1.4269999999999998,8794.0,3526917.0,3580000,452152.0,False
Dark Magic,DMAGIC,0.11,-0.001,-0.005,-0.124,0.225,4.53,4000000.0,4000000,451020.0,False
GSENetwork,GSE,0.11,0.005,0.043,0.08199999999999999,0.099,34403.0,19999999805.0,100000000000,450348.0,False
Zoomer,ZOOMER,0.11,-0.001,-0.07400000000000001,0.129,-0.195,8181.0,69000000000.0,69000000000,450263.0,False
AME Chain,AME,0.11,-0.011000000000000001,0.02,0.013999999999999999,0.045,76002.0,500000000.0,1000000000,448356.0,False
Hola Token,$HOLA,0.11,-0.001,0.106,0.022000000000000002,-0.604,7821.0,8000000002.0,9500000000,446405.0,False
USDK,USDK,0.91,0.012,0.001,-0.004,-0.036000000000000004,3955.0,488711.0,327000000,445161.0,True
Concave,CNV,2.78,0.0,-0.011000000000000001,-0.019,0.141,43602.0,155509.0,1210000,432575.0,True
CorgiCoin,CORGI,0.11,0.051,0.026000000000000002,0.912,2.658,14523.0,10000000000.0,10000000000,441521.0,False
Fitmint,FITT,0.11,0.002,-0.001,0.003,-0.037000000000000005,188.0,331053584.0,10000000000,441164.0,False
MASS,MASS,0.11,-0.009000000000000001,0.0,0.047,0.386,39053.0,98026333.0,98000000,440233.0,False
Chai,CHAI,1.05,0.0,-0.011000000000000001,-0.019,0.141,43602.0,71382220.0,71400000,622082.0,True
Binamon,BMON,0.11,0.003,-0.10800000000000001,-0.069,0.044000000000000004,40492.0,170194929.0,229000000,438688.0,False
Raiden Network,RDN,0.01,-0.001,-0.031,-0.057,0.303,36768.0,51137366.0,100000000,438270.0,False
Riecoin,RIC,0.01,0.001,0.187,0.166,0.479,102.0,65440980.0,84000000,438248.0,False
MotaCoin,MOTA,0.01,0.064,-0.013999999999999999,0.122,0.11800000000000001,3763.0,70713120.0,327000000,438150.0,False
Darwinia Commitment,KTON,3.31,-0.027000000000000003,0.02,0.0,0.055999999999999994,295539.0,122926.0,327000000,436932.0,True
CaliCoin,CALI,0.01,-0.001,-0.001,-0.006999999999999999,0.002,143821.0,30000000.0,100000000,435781.0,False
humanDAO,HDAO,0.01,0.0,-0.001,-0.013000000000000001,-0.145,204.0,67744768.0,1000000000,433781.0,False
Cyber Arena,CAT,0.11,-0.01,0.019,-0.05,-0.26,40834.0,747500000.0,5000000000,434800.0,False
SpaceFi,SPACE,0.07,-0.008,0.136,0.643,0.764,95088.0,6172563.0,22100000,433379.0,False
Bright Union,BRIGHT,0.02,0.0,-0.031,0.02,1.123,2528.0,24132168.0,110000000,432825.0,False
Metaverser,MTVT,0.11,0.0,-0.134,-0.182,-0.214,205327.0,259258146.0,1980000000,432446.0,False
Dinamo Zagreb Fan Token,DZG,0.49,-0.002,-0.044000000000000004,-0.14800000000000002,0.047,10917.0,885618.0,5000000,429965.0,True
Newdex,DEX,0.01,0.0,-0.011000000000000001,-0.019,0.141,43602.0,84113877.0,100000000,458237.0,False
Ribbit Meme,RIBBIT,0.11,0.001,-0.16899999999999998,-0.302,-0.045,52355.0,420690000000000.0,327000000,424521.0,False
ArbiPad,ARBI,0.11,-0.001,-0.038,-0.036000000000000004,0.35100000000000003,25895.0,4357000000.0,10000000000,424114.0,False
Crypto Royale,ROY,0.11,-0.002,-0.043,-0.113,0.602,4768.0,116000303.0,170000000,424067.0,False
Wrapped BMX Liquidity Token,WBLT,1.15,-0.003,0.004,-0.031,0.11,7185.0,366997.0,327000000,422124.0,True
EurocoinToken,ECTE,0.08,0.0,-0.011000000000000001,-0.019,0.141,43602.0,5438542.0,100000000,422321.0,False
OneDex,ONE,0.06,0.006,-0.085,-0.14,0.025,60228.0,6739455.0,25600000,420762.0,False
Vidulum,VDL,0.02,-0.006,-0.073,-0.032,1.5119999999999998,661.0,18773174.0,18800000,419968.0,False
Playermon,PYM,0.11,0.0,0.005,-0.036000000000000004,0.06,28901.0,328166380.0,1000000000,419494.0,False
ACryptoSI,ACSI,0.24,0.003,-0.013999999999999999,0.01,0.183,111.0,1714290.0,1710000,418761.0,False
Yeti Finance,YETI,0.11,-0.006999999999999999,-0.073,-0.375,1.2919999999999998,683.0,145230580.0,500000000,416680.0,False
PymeDAO,PYME,0.11,-0.001,-0.031,-0.19,-0.391,28085.0,537543945.0,588000000,416712.0,False
Santa Coin,SANTA,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,220310523936299.0,327000000,521382.0,False
Shib Original Vision,SOV,0.11,0.017,-0.008,-0.10800000000000001,-0.10400000000000001,101.0,113437057530578.0,327000000,415868.0,False
Minds,MINDS,0.05,0.0,-0.011000000000000001,-0.019,0.141,43602.0,8046651.0,250000000,416147.0,False
DIP Exchange,DIP,0.11,0.006,-0.002,-0.09300000000000001,-0.545,591.0,99925896.0,1000000000,413391.0,False
Hamachi Finance,HAMI,0.11,0.005,0.16699999999999998,-0.084,1.8780000000000001,4382.0,20823939888.0,42500000000,410832.0,False
Moeda Loyalty Points,MDA,0.02,0.001,0.051,-0.015,-0.187,26990.0,19628888.0,19600000,410175.0,False
StarShip,STARSHIP,0.02,-0.002,-0.053,0.349,-0.004,9674.0,18802038.0,20000000,409532.0,False
Waves Ducks,EGG,5.13,-0.001,-0.043,-0.171,-0.244,863.0,79549.0,327000000,408564.0,True
Wonderman Nation,WNDR,0.01,-0.005,-0.128,0.163,0.37,14335.0,36154034.0,500000000,407444.0,False
Phun Token,PHTK,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,454743674.0,10000000000,397702.0,False
UREEQA,URQA,0.01,0.003,-0.018000000000000002,-0.028999999999999998,0.299,26388.0,40651220.0,100000000,404947.0,False
Hodless Bot,HBOT,0.04,-0.001,-0.006,-0.423,0.141,13676.0,9500000.0,10000000,404658.0,False
MAD Bucks,MAD,0.04,-0.006,0.054000000000000006,0.096,0.501,931.0,11365915.0,15000000,403790.0,False
BlazeX,BLAZEX,0.11,0.018000000000000002,-0.049,0.17800000000000002,0.5,3094.0,962451539.0,962000000,402868.0,False
ArchAngel,ARCHA,0.11,0.003,0.018000000000000002,-0.153,-0.124,1801.0,4.28935702791606e+16,327000000,402130.0,False
SPORT,SPORT,0.11,0.003,0.043,-0.047,0.09,3372.0,119715390.0,1250000000,401847.0,False
EUNO,EUNO,0.11,0.0,0.001,-0.483,-0.24100000000000002,12.84,7041278515.0,8000000000,400457.0,False
KiboShib,KIBSHI,0.11,-0.001,-0.069,0.218,-0.298,8952.0,1000000000000.0,327000000,400495.0,False
RioDeFi,RFUEL,0.11,-0.001,-0.003,0.009000000000000001,0.113,63416.0,224543336.0,358000000,400180.0,False
TIA,TIA,0.11,-0.004,-0.122,-0.038,-0.094,136816.0,174483993.0,1010000000,399515.0,False
Asap Sniper Bot,ASAP,0.11,-0.001,0.008,-0.111,-0.252,3544.0,594488541.0,594000000,399270.0,False
Ara,ARA,0.11,0.0,-0.011000000000000001,-0.019,0.141,43602.0,736482152.0,1000000000,401691.0,False
Catheon Gaming,CATHEON,0.11,-0.004,-0.127,-0.09,0.11699999999999999,25440.0,1393948059.0,10000000000,397577.0,False
GlobalBoost-Y,BSTY,0.02,0.004,-0.066,-0.35,-0.38299999999999995,89.83,22620709.0,21000000,394157.0,False
Fortuna Sittard Fan Token,FOR,0.66,-0.013000000000000001,-0.021,0.013999999999999999,0.05,12274.0,595868.0,1000000,394108.0,True
